storyPriority,storyType,storyTitle,storyPoints,userPreviousSuccessRate,completed,userSkills,skills,tags
4,2,Task: Implement a load balancer for high traffic using NGINX,11.435003509200087,0.5858945395243114,False,"['Skill39', 'Cloud Computing', 'Load Balancer', 'Skill36', 'API Integration']","['Tech22', 'Load Balancer', 'Tech26', 'Task', 'Implementation']","['Tag29', 'Load Balancer', 'Tag17', 'Backend', 'Implementation']"
3,1,Task: Develop a desktop application for Windows,6.374108316910331,0.6019706483677659,False,"['Desktop App Development', 'Windows', 'Python', 'Skill8']","['Tech16', 'Windows', 'Development', 'Desktop App']","['Windows', 'Tag15', 'Development', 'Desktop App']"
0,5,Research: New machine learning algorithm for natural language processing,3.6588560495580547,0.8967162450257832,False,"['Machine Learning', 'Skill12', 'Deep Learning', 'Research', 'Skill41']","['Tech14', 'New Tech', 'Machine Learning', 'Research', 'Tech48']","['New Tech', 'Machine Learning', 'Tag48', 'Research', 'Tag36']"
5,2,Task: Implement a load balancer for high traffic using Azure,11.350994838725343,0.5471976354726975,False,"['Cloud Computing', 'Load Balancer', 'Skill29', 'Skill32', 'API Integration']","['Tech18', 'Load Balancer', 'Tech35', 'Task', 'Implementation']","['Load Balancer', 'Tag5', 'Backend', 'Implementation', 'Tag34']"
4,4,Bug: Fix security vulnerability in React application,14.264781942893427,0.5991277376166113,True,"['Security', 'React', 'Bug Fixing', 'Skill36', 'Skill25']","['Security', 'Tech17', 'Bug Fixing', 'Tech42', 'Vulnerability']","['Bug Fix', 'Security', 'Tag10', 'Tag3', 'Frontend']"
2,4,Bug: Fix memory leak in the application,12.129984680598653,0.5428060011591126,True,"['Application Development', 'Skill35', 'Skill10', 'Bug Fixing', 'Memory Profiling']","['Tech36', 'Bug Fixing', 'Fix Bug', 'Tech1', 'Memory Leak']","['Bug Fix', 'Tag25', 'Tag8', 'Memory', 'Backend']"
0,0,User story: Enhance performance,3.825441317074907,0.8325857236191828,False,"['Skill38', 'Performance Optimization', 'Database Performance', 'Code Optimization', 'Skill19']","['Tech22', 'Enhancement', 'Performance', 'User Story', 'Tech40']","['Enhancement', 'Tag33', 'Tag32', 'Performance', 'User']"
2,1,Task: Develop a web application for e-commerce,7.650882634149814,0.5858604283656534,False,"['Skill28', 'JavaScript', 'Skill24', 'Web App Development', 'E-commerce']","['Tech2', 'Development', 'Web App', 'E-commerce', 'Tech48']","['Tag21', 'E-commerce', 'Web App', 'Development']"
0,0,User story: Improve accessibility,2.6837253133836936,0.9047872196518754,True,"['Accessibility', 'UI Design', 'Skill27', 'UX', 'Skill19']","['Accessibility', 'Tech13', 'Improvement', 'Tech12', 'User Story']","['Accessibility', 'Improvement', 'Tag48', 'Tag36', 'User']"
4,4,Bug: Fix UI issue on iOS,9.381685044476109,0.5741026731021749,True,"['Skill32', 'Bug Fixing', 'UI Design', 'iOS Development']","['Bug Fixing', 'Fix Bug', 'Tech11', 'UI Issue']","['Bug Fix', 'Backend', 'Tag17', 'UI']"
3,4,Bug: Fix login issue on Android,8.801040374252686,0.5316361869477602,True,"['Authentication', 'Skill37', 'Bug Fixing', 'Android Development']","['Login Issue', 'Tech12', 'Bug Fixing', 'Fix Bug']","['Login', 'Bug Fix', 'Backend', 'Tag9']"
0,2,Task: Implement a content delivery network for high traffic using AWS,8.680172523731146,0.815087328601386,False,"['Cloud Computing', 'CDN', 'Skill31', 'Skill49', 'API Integration']","['Tech33', 'CDN', 'Task', 'Implementation', 'Tech39']","['Tag29', 'CDN', 'Tag26', 'Backend', 'Implementation']"
5,4,Bug: Fix UI issue on iOS,8.980828485278861,0.5507749525285266,True,"['Skill28', 'Skill17', 'Bug Fixing', 'iOS Development', 'UI Design']","['Tech22', 'Fix Bug', 'Bug Fixing', 'UI Issue', 'Tech35']","['Bug Fix', 'Tag22', 'UI', 'Tag48', 'Backend']"
3,2,Task: Implement a load balancer for high traffic,8.093833079325394,0.5516853243508879,False,"['Skill35', 'Skill14', 'Cloud Computing', 'Load Balancer', 'API Integration']","['Tech9', 'Load Balancer', 'Tech3', 'Task', 'Implementation']","['Tag30', 'Tag41', 'Load Balancer', 'Backend', 'Implementation']"
1,2,Task: Implement a content delivery network for high traffic,6.763339970395192,0.8402731920393888,True,"['Skill39', 'Cloud Computing', 'CDN', 'Skill8', 'API Integration']","['CDN', 'Task', 'Tech44', 'Implementation', 'Tech34']","['Tag30', 'Tag46', 'CDN', 'Backend', 'Implementation']"
4,1,Task: Develop a mobile app for Windows,8.241065973333203,0.514430973011932,False,"['Windows', 'Mobile App Development', 'Skill41', 'Java']","['Mobile App', 'Windows', 'Tech7', 'Development']","['Mobile App', 'Windows', 'Tag23', 'Development']"
1,0,User story: Improve performance,3.1044839208371373,0.8402731920393888,False,"['Algorithm Design', 'Performance Optimization', 'Data Structures', 'Skill3', 'Skill23']","['Tech17', 'Tech19', 'Improvement', 'Performance', 'User Story']","['Tag11', 'Tag47', 'Improvement', 'Performance', 'User']"
2,2,Task: Implement a load balancer for high traffic,7.915760737543736,0.5221862138111069,False,"['Load Balancer', 'Cloud Computing', 'API Integration', 'Skill40']","['Load Balancer', 'Tech10', 'Task', 'Implementation']","['Load Balancer', 'Backend', 'Tag10', 'Implementation']"
2,2,Fix login issue,2.45035789482859,0.8689353798742203,False,"['Python', 'Skill46', 'C++', 'Skill18', 'Java']","['Tech38', 'Tech49', 'Fix Bug', 'Back-end Development', 'Login Issue']","['Bug Fix', 'Tag42', 'Login', 'Backend', 'Tag23']"
3,5,Research: New natural language processing algorithm for language translation,6.899624313735015,0.8633953060508214,False,"['Language Translation', 'NLP', 'Research', 'Skill41', 'Skill23']","['Tech9', 'New Tech', 'NLP', 'Research', 'Tech39']","['Language Translation', 'Tag42', 'NLP', 'Tag5', 'Research']"
0,5,Research: New AI technology,1.3269564598040398,0.9405247630642791,True,"['Machine Learning', 'Artificial Intelligence', 'Skill1', 'Skill32', 'Research']","['New Tech', 'AI', 'Tech46', 'Tech4', 'Research']","['New Tech', 'AI', 'Tag26', 'Research', 'Tag9']"
1,5,Research: New AI-powered chatbot for customer support,5.204883772631498,0.8504914076428421,True,"['NLP', 'Chatbot Development', 'Research', 'Skill10']","['Tech25', 'Research', 'New Tech', 'Chatbot']","['Tag4', 'Research', 'New Tech', 'Chatbot']"
2,6,Refactor: Improve code quality,3.889286430657151,0.584108017852402,True,"['Code Quality', 'Code Review', 'Skill17', 'Refactoring']","['Tech27', 'Code Quality', 'Refactor', 'Improvement']","['Code Quality', 'Tag43', 'Refactor', 'Improvement']"
3,1,Task: Develop a chatbot for customer support,6.680410663577634,0.55759063756527,False,"['NLP', 'Chatbot Development', 'Skill35', 'Machine Learning']","['Tech30', 'Task', 'Development', 'Chatbot']","['Tag27', 'Chatbot', 'Development', 'Frontend']"
1,5,Research: New natural language processing algorithm for sentiment analysis,6.656528763815352,0.9517714658370064,False,"['Skill35', 'Skill10', 'Deep Learning', 'NLP', 'Research']","['New Tech', 'Tech30', 'NLP', 'Research', 'Tech39']","['New Tech', 'Tag38', 'NLP', 'Tag12', 'Research']"
0,0,User story: Enhance accessibility,2.5013182482921943,0.8635870203954534,True,"['Accessibility', 'User Experience', 'UI Design', 'Skill3']","['Accessibility', 'User Story', 'Enhancement', 'Tech43']","['Tag34', 'Accessibility', 'Enhancement', 'User']"
2,6,Refactor: Simplify API endpoints,5.41937519918945,0.611878732228753,False,"['Skill42', 'API Optimization', 'Skill36', 'API Performance', 'Endpoint Simplification']","['API', 'Refactor', 'Simplification', 'Tech21', 'Tech34']","['API', 'Tag47', 'Refactor', 'Simplification', 'Tag3']"
2,0,User story: Enhance user authentication,2.588541286544908,0.8203392818465438,True,"['Authentication', 'Security', 'Skill29', 'Authorization']","['Security', 'User Story', 'Enhancement', 'Tech33']","['Security', 'Tag32', 'Enhancement', 'User']"
0,0,User story: Enhance accessibility,2.3704682999791604,0.8802573009279138,True,"['Accessibility', 'User Experience', 'UI Design', 'Skill49']","['Accessibility', 'User Story', 'Tech32', 'Enhancement']","['Accessibility', 'Tag26', 'Enhancement', 'User']"
4,2,Task: Implement a load balancer for high traffic using NGINX,10.55935879081626,0.5858947308426949,False,"['Skill46', 'Load Balancer', 'Cloud Computing', 'API Integration']","['Load Balancer', 'Tech42', 'Task', 'Implementation']","['Load Balancer', 'Backend', 'Tag18', 'Implementation']"
1,1,Task: Develop a mobile app for iOS,6.141667868127825,0.6028771868091499,False,"['Swift', 'Skill27', 'Mobile App Development', 'iOS']","['Mobile App', 'Tech12', 'Development', 'iOS']","['Mobile App', 'Tag7', 'Development', 'iOS']"
1,6,Refactor: Simplify database queries,4.753572304136519,0.5858942809039382,True,"['SQL', 'Database Optimization', 'Skill31', 'Query Simplification']","['Tech41', 'Refactor', 'Database', 'Simplification']","['Refactor', 'Database', 'Simplification', 'Tag45']"
3,6,Refactor: Optimize caching for high traffic using Redis,9.014025313105423,0.5937489591966993,False,"['Database Optimization', 'Redis', 'Caching', 'Skill34', 'Skill22']","['Tech23', 'Optimization', 'Redis', 'Caching', 'Tech43']","['Optimization', 'Caching', 'Backend', 'Tag13', 'Tag15']"
4,4,Bug: Fix authentication issue,8.288456186995631,0.5410012837741025,True,"['Authentication', 'Bug Fixing', 'Skill12', 'Authorization', 'Skill37']","['Authentication Issue', 'Bug Fixing', 'Fix Bug', 'Tech28', 'Tech29']","['Tag6', 'Bug Fix', 'Authentication', 'Tag38', 'Backend']"
2,0,User story: Improve accessibility,2.663935259542599,0.910023906619811,True,"['Accessibility', 'UX', 'UI Design', 'Skill37']","['Tech43', 'Accessibility', 'User Story', 'Improvement']","['User', 'Accessibility', 'Tag35', 'Improvement']"
3,0,User story: Enhance user experience for accessibility,3.1330362913627052,0.8341848450674976,True,"['Accessibility', 'User Experience', 'Skill25', 'UI Design']","['Accessibility', 'User Story', 'Enhancement', 'Tech1']","['Accessibility', 'Tag31', 'Enhancement', 'User']"
3,6,Refactor: Optimize database indexing,7.111404899937481,0.6340116894143173,False,"['Skill2', 'Database Optimization', 'Database Performance', 'Indexing']","['Optimization', 'Refactor', 'Database', 'Tech20']","['Optimization', 'Refactor', 'Database', 'Tag42']"
2,3,Implement user profile page,3.7711995681486643,0.7387368345407893,True,"['JavaScript', 'Python', 'Skill30', 'HTML/CSS']","['Front-end Development', 'User Profile Page', 'Tech10']","['Tag37', 'Page', 'User Profile', 'Frontend']"
0,5,Research: New machine learning algorithm,2.216990476273487,0.9302608952833674,True,"['Machine Learning', 'Skill44', 'Deep Learning', 'Research', 'Skill37']","['Tech6', 'New Tech', 'Machine Learning', 'Tech19', 'Research']","['Tag44', 'New Tech', 'Machine Learning', 'Research', 'Tag43']"
3,1,Task: Develop a desktop application for Windows,6.5657715243607395,0.5919923054712652,False,"['Desktop App Development', 'Skill2', 'Python', 'Windows', 'Skill9']","['Tech23', 'Windows', 'Development', 'Tech40', 'Desktop App']","['Tag4', 'Windows', 'Development', 'Tag1', 'Desktop App']"
2,6,Refactor: Simplify database queries,4.675539387535998,0.5885519770411465,True,"['Skill4', 'Database Optimization', 'Query Simplification', 'SQL', 'Skill23']","['Refactor', 'Simplification', 'Tech21', 'Database', 'Tech20']","['Tag42', 'Refactor', 'Simplification', 'Database', 'Tag1']"
0,5,Research: New AI-powered chatbot for customer support using Dialogflow,5.293750975061123,0.8797345528816757,True,"['NLP', 'Skill9', 'Chatbot Development', 'Research']","['Tech43', 'Research', 'New Tech', 'Chatbot']","['Tag4', 'Research', 'New Tech', 'Chatbot']"
2,6,Refactor: Optimize database indexing,7.156715187368309,0.5790579796717225,False,"['Database Optimization', 'Skill20', 'Database Performance', 'Indexing']","['Optimization', 'Refactor', 'Database', 'Tech35']","['Optimization', 'Refactor', 'Database', 'Tag45']"
1,1,Task: Develop a chatbot for customer service,7.726328029428534,0.5735777228062447,False,"['Skill38', 'Machine Learning', 'Chatbot Development', 'Skill1', 'NLP']","['Tech32', 'Development', 'Task', 'Chatbot', 'Tech48']","['Tag38', 'Tag8', 'Development', 'Chatbot', 'Frontend']"
3,6,Refactor database schema,6.269473269650542,0.5858604283656534,True,"['SQL', 'Skill39', 'MongoDB', 'PostgreSQL']","['Database Schema', 'Tech32', 'Tech3', 'Database Design', 'Refactoring']","['Tag38', 'Refactor', 'Tag12', 'Schema', 'Database']"
1,5,Research: New machine learning algorithm for recommender systems using TensorFlow,6.413622889052858,0.9434098083497523,True,"['Machine Learning', 'Skill47', 'Deep Learning', 'Research', 'Skill23']","['Tech10', 'New Tech', 'Machine Learning', 'Research', 'Tech15']","['New Tech', 'Machine Learning', 'Tag11', 'Research', 'Tag10']"
0,0,User story: Enhance security,3.733878696881661,0.8745961966812185,False,"['Security', 'Authentication', 'Skill21', 'Authorization', 'Skill18']","['Security', 'Tech2', 'Tech31', 'Enhancement', 'User Story']","['Security', 'Tag2', 'Enhancement', 'Tag28', 'User']"
1,0,User story: Improve password security for authentication,4.785223314364606,0.8001557719351968,True,"['Security', 'Skill42', 'Password Management', 'Authentication', 'Skill22']","['Security', 'Tech17', 'Tech36', 'Improvement', 'User Story']","['Security', 'Tag18', 'Password', 'Authentication', 'Tag5']"
2,4,Bug: Fix deployment issue,8.223452322935849,0.5731537430639895,True,"['Skill32', 'Cloud Computing', 'Deployment', 'API Integration']","['Deployment Issue', 'Bug Fixing', 'Tech48', 'Fix Bug']","['Bug Fix', 'Backend', 'Deployment', 'Tag18']"
1,2,Task: Implement a content delivery network for high traffic,7.065219601395589,0.8758624252451364,True,"['CDN', 'Skill47', 'Cloud Computing', 'API Integration']","['CDN', 'Tech6', 'Task', 'Implementation']","['CDN', 'Backend', 'Tag22', 'Implementation']"
4,1,Task: Develop mobile app for iOS,8.18289816879158,0.5760473753328254,False,"['Swift', 'Skill16', 'iOS', 'Mobile App Development', 'Skill9']","['Mobile App', 'iOS', 'Development', 'Tech1', 'Tech43']","['Mobile App', 'iOS', 'Tag8', 'Development', 'Tag12']"
1,0,User story: Improve password security for authentication,5.017399498934731,0.85950068519589,True,"['Skill30', 'Security', 'Password Management', 'Skill11', 'Authentication']","['Security', 'Tech17', 'Improvement', 'Tech4', 'User Story']","['Security', 'Password', 'Authentication', 'Tag17', 'Tag26']"
0,5,Research: New machine learning algorithm for natural language processing,3.7519773724382914,0.9117183441473973,True,"['Deep Learning', 'Research', 'Skill1', 'Machine Learning']","['Tech15', 'Research', 'New Tech', 'Machine Learning']","['Research', 'Tag17', 'New Tech', 'Machine Learning']"
1,0,User story: Enhance accessibility,2.548111987388573,0.8853517256269905,True,"['Accessibility', 'User Experience', 'Skill11', 'UI Design']","['Accessibility', 'User Story', 'Tech36', 'Enhancement']","['Accessibility', 'Enhancement', 'Tag36', 'User']"
5,6,Refactor database schema,7.013128519019746,0.631612568284111,True,"['MongoDB', 'SQL', 'PostgreSQL', 'Skill33', 'Skill26']","['Database Schema', 'Tech46', 'Tech24', 'Database Design', 'Refactoring']","['Tag29', 'Tag32', 'Refactor', 'Schema', 'Database']"
1,0,User story: Improve performance,3.1044839208371373,0.8402731920393888,True,"['Skill30', 'Algorithm Design', 'Performance Optimization', 'Data Structures', 'Skill3']","['Tech19', 'Improvement', 'Performance', 'User Story', 'Tech40']","['Tag47', 'Improvement', 'Performance', 'Tag49', 'User']"
0,5,Research: New cloud storage service,3.0250005571777843,0.8806276844074437,True,"['Skill5', 'Research', 'Cloud Computing', 'Cloud Storage']","['Tech29', 'Research', 'New Tech', 'Cloud Storage']","['Research', 'Tag16', 'New Tech', 'Cloud Storage']"
1,5,Research: New AI-powered chatbot for customer support using Dialogflow,5.4328468614649905,0.8967162450257832,True,"['Chatbot Development', 'Skill44', 'Skill1', 'NLP', 'Research']","['Tech14', 'New Tech', 'Research', 'Chatbot', 'Tech48']","['Tag41', 'New Tech', 'Research', 'Chatbot', 'Tag43']"
4,1,Task: Develop a chatbot for customer service,7.022322722019857,0.5296269947805418,False,"['NLP', 'Chatbot Development', 'Skill10', 'Machine Learning']","['Task', 'Development', 'Chatbot', 'Tech2']","['Chatbot', 'Development', 'Frontend', 'Tag11']"
5,1,Task: Develop a desktop application for Windows,8.235035471232113,0.5665208264524719,False,"['Desktop App Development', 'Windows', 'Visual Studio', 'Skill13', 'Skill40']","['Windows', 'Development', 'Tech48', 'Tech11', 'Desktop App']","['Tag30', 'Tag44', 'Windows', 'Development', 'Desktop App']"
1,0,User story: Enhance user experience,3.5245848044117287,0.8617358156357633,True,"['Interaction Design', 'Skill27', 'UX Design', 'User Experience']","['Tech22', 'User Story', 'User Experience', 'Improvement']","['User', 'Tag43', 'User Experience', 'Improvement']"
1,5,Research: New cloud storage service,3.328264381907676,0.9537059606862688,False,"['Cloud Computing', 'Skill47', 'Skill8', 'Research', 'Cloud Storage']","['New Tech', 'Tech47', 'Tech1', 'Research', 'Cloud Storage']","['New Tech', 'Tag47', 'Research', 'Tag45', 'Cloud Storage']"
3,2,Task: Implement a load balancer for high traffic,8.093833079325394,0.5516853243508879,False,"['Skill28', 'Cloud Computing', 'Load Balancer', 'Skill45', 'API Integration']","['Tech6', 'Tech18', 'Load Balancer', 'Task', 'Implementation']","['Tag22', 'Load Balancer', 'Backend', 'Tag26', 'Implementation']"
2,0,User story: Improve search functionality for e-commerce site,3.686792672280644,0.7996514957371406,True,"['User Experience', 'Search Engine Optimization', 'Skill45', 'UI Design']","['Functionality', 'User Story', 'Search', 'Tech9']","['Tag30', 'Functionality', 'Search', 'User']"
1,1,Task: Develop a mobile app for iOS,6.650971428820458,0.6028769899453059,False,"['Skill2', 'Swift', 'iOS', 'Skill34', 'Mobile App Development']","['Mobile App', 'iOS', 'Tech36', 'Development', 'Tech12']","['Mobile App', 'iOS', 'Tag8', 'Development', 'Tag40']"
1,0,User story: Enhance performance,3.9036628294736233,0.7996514957371406,True,"['Code Optimization', 'Database Performance', 'Performance Optimization', 'Skill12']","['User Story', 'Performance', 'Enhancement', 'Tech42']","['Tag46', 'Performance', 'Enhancement', 'User']"
3,2,Task: Develop mobile app,5.341644629988398,0.45585164175012854,False,"['Skill38', 'iOS', 'Skill27', 'Mobile App Development', 'Android']","['Mobile App', 'Development', 'Task', 'Tech21', 'Tech39']","['Mobile App', 'Tag18', 'Tag2', 'Development', 'Task']"
4,4,Bug: Fix UI issue on iOS,9.381685044476109,0.5741026731021749,True,"['Bug Fixing', 'Skill13', 'UI Design', 'iOS Development']","['Tech5', 'Bug Fixing', 'Fix Bug', 'UI Issue']","['Tag46', 'Bug Fix', 'Backend', 'UI']"
0,0,User story: Enhance performance,3.991479326790605,0.8448250511511948,True,"['Skill22', 'Code Optimization', 'Database Performance', 'Performance Optimization']","['Enhancement', 'Tech3', 'Performance', 'User Story', 'Tech40']","['Tag8', 'Enhancement', 'Tag16', 'Performance', 'User']"
4,4,Bug: Fix database issue on MySQL,10.655741038170396,0.5741026731021749,True,"['MySQL Development', 'Database Administration', 'Bug Fixing', 'Skill40']","['Database Issue', 'Bug Fixing', 'Tech44', 'Fix Bug']","['Bug Fix', 'Backend', 'Database', 'Tag47']"
0,5,Research: New cloud storage solution,2.496198286430757,0.9546732081108997,True,"['Cloud Computing', 'Skill45', 'Research', 'Skill15', 'Cloud Storage']","['New Tech', 'Tech49', 'Tech1', 'Research', 'Cloud Storage']","['Tag30', 'New Tech', 'Tag20', 'Research', 'Cloud Storage']"
3,5,Research new tech stack,4.6567258812557055,0.44790293660171093,False,"['Machine Learning', 'Skill31', 'Skill20', 'Research', 'Data Science']","['Tech10', 'New Tech', 'Tech Stack', 'Tech26', 'Research']","['New Tech', 'Tech Stack', 'Research', 'Tag39', 'Tag13']"
0,0,User story: Improve scalability,3.6171949876041087,0.8736527272133853,True,"['Skill38', 'System Design', 'Cloud Computing', 'Scalability', 'Skill7']","['Tech27', 'Scalability', 'Improvement', 'User Story', 'Tech11']","['Tag8', 'Scalability', 'Tag47', 'Improvement', 'User']"
1,1,Task: Develop a game for iOS,8.783241366315654,0.6574720810856015,False,"['Skill39', 'Swift', 'Game Development', 'iOS']","['Game', 'Development', 'Tech27', 'iOS']","['Tag30', 'Game', 'Development', 'iOS']"
0,0,User story: Enhance user experience for accessibility,3.4471309669758075,0.9034090946054514,True,"['Accessibility', 'User Experience', 'Skill49', 'Skill15', 'UI Design']","['Tech23', 'Accessibility', 'Tech13', 'Enhancement', 'User Story']","['Tag38', 'Accessibility', 'Enhancement', 'User']"
1,2,Task: Implement API gateway,5.639564954167168,0.5048829249578185,False,"['Skill35', 'API Design', 'Microservices', 'API Gateway', 'Skill7']","['Tech29', 'Task', 'Implementation', 'API Gateway', 'Tech20']","['Tag6', 'Tag29', 'API', 'Backend', 'Gateway']"
5,6,Refactor: Optimize database schema for performance using MySQL,10.935725826268078,0.6567610013245198,False,"['Database Optimization', 'Schema Design', 'Skill15', 'Skill7', 'MySQL']","['Optimization', 'Tech45', 'Tech5', 'Refactor', 'Database']","['Optimization', 'Tag18', 'Refactor', 'Database', 'Tag13']"
1,5,Research: New machine learning framework,2.700893354623022,0.8797345528816757,True,"['Deep Learning', 'Research', 'Skill12', 'Machine Learning']","['Tech13', 'Research', 'New Tech', 'Machine Learning']","['Research', 'Tag17', 'New Tech', 'Machine Learning']"
1,5,Research: New natural language processing algorithm for language translation,6.874214396139376,0.8948955013810607,True,"['Language Translation', 'Skill14', 'NLP', 'Skill36', 'Research']","['Tech10', 'New Tech', 'Tech24', 'NLP', 'Research']","['Language Translation', 'Tag14', 'NLP', 'Research', 'Tag40']"
0,0,User story: Improve scalability,3.4498121568675075,0.8133306748759519,True,"['System Design', 'Cloud Computing', 'Skill34', 'Scalability', 'Skill46']","['Scalability', 'Tech49', 'Improvement', 'Tech35', 'User Story']","['Scalability', 'Improvement', 'Tag32', 'User', 'Tag43']"
4,2,Task: Implement a load balancer for high traffic using Azure,11.59702096935472,0.5766502826434806,False,"['Skill39', 'Load Balancer', 'Cloud Computing', 'API Integration']","['Load Balancer', 'Tech36', 'Task', 'Implementation']","['Load Balancer', 'Backend', 'Tag17', 'Implementation']"
1,5,Research: New cloud storage service,3.1834959523718833,0.9126439465272425,True,"['Research', 'Cloud Computing', 'Skill48', 'Cloud Storage']","['Tech41', 'Research', 'New Tech', 'Cloud Storage']","['Tag9', 'Research', 'New Tech', 'Cloud Storage']"
1,0,User story: Enhance user experience,3.294130023036725,0.8352772722946759,False,"['Interaction Design', 'User Experience', 'Skill20', 'Skill9', 'UX Design']","['Tech16', 'User Experience', 'Improvement', 'Tech26', 'User Story']","['Tag2', 'User Experience', 'Improvement', 'Tag26', 'User']"
3,1,Task: Develop a mobile app for Android,7.670537127129382,0.5323063893578464,False,"['Mobile App Development', 'Skill33', 'Java', 'Android']","['Mobile App', 'Tech7', 'Development', 'Android']","['Mobile App', 'Development', 'Tag42', 'Android']"
2,6,Refactor: Optimize caching for high traffic using Redis,8.956956103677268,0.6500968709933055,False,"['Database Optimization', 'Redis', 'Caching', 'Skill12', 'Skill8']","['Optimization', 'Tech32', 'Redis', 'Caching', 'Tech8']","['Optimization', 'Caching', 'Tag24', 'Backend', 'Tag21']"
0,5,Research: New cloud storage solution,2.2627197408891986,0.9312046688272785,True,"['Skill34', 'Research', 'Cloud Computing', 'Cloud Storage']","['Tech25', 'Research', 'New Tech', 'Cloud Storage']","['Research', 'Tag21', 'New Tech', 'Cloud Storage']"
3,1,Task: Develop a mobile app for Windows,8.426456356557944,0.5434919779496371,False,"['Skill10', 'Windows', 'Skill27', 'Mobile App Development', 'Java']","['Mobile App', 'Windows', 'Development', 'Tech44', 'Tech48']","['Mobile App', 'Tag4', 'Tag46', 'Windows', 'Development']"
6,4,Bug: Fix memory leak in the application,11.582586210032359,0.5544590271515678,True,"['Application Development', 'Skill22', 'Bug Fixing', 'Memory Profiling', 'Skill9']","['Tech45', 'Bug Fixing', 'Fix Bug', 'Tech26', 'Memory Leak']","['Bug Fix', 'Tag41', 'Tag2', 'Memory', 'Backend']"
0,5,Research: New natural language processing algorithm for sentiment analysis,5.7983324818605935,0.8661092846963508,True,"['NLP', 'Research', 'Skill18', 'Deep Learning']","['NLP', 'Tech36', 'Research', 'New Tech']","['NLP', 'Tag5', 'Research', 'New Tech']"
2,1,Task: Develop a desktop application for Windows,8.796127295041716,0.6238745888870622,False,"['Desktop App Development', 'Windows', 'Visual Studio', 'Skill46', 'Skill19']","['Tech18', 'Windows', 'Development', 'Tech28', 'Desktop App']","['Windows', 'Desktop App', 'Development', 'Tag17']"
3,1,Task: Develop mobile app for iOS,8.204707505069578,0.5453127215943595,False,"['Skill38', 'Swift', 'iOS', 'Skill44', 'Mobile App Development']","['Mobile App', 'Tech9', 'iOS', 'Development', 'Tech44']","['Mobile App', 'Tag44', 'iOS', 'Development', 'Tag24']"
0,0,User story: Improve performance,2.8991662409302967,0.8124175505840772,True,"['Data Structures', 'Algorithm Design', 'Performance Optimization', 'Skill18']","['Tech12', 'User Story', 'Performance', 'Improvement']","['User', 'Tag8', 'Performance', 'Improvement']"
0,0,User story: Enhance accessibility,2.376786152068259,0.8332917135417294,False,"['Accessibility', 'Skill37', 'User Experience', 'UI Design']","['Accessibility', 'User Story', 'Tech26', 'Enhancement']","['Tag30', 'Accessibility', 'Enhancement', 'User']"
2,6,Refactor: Simplify code logic,5.211098009976624,0.5935624281795032,False,"['Code Quality', 'Skill32', 'Code Optimization', 'Refactoring', 'Skill7']","['Code Quality', 'Refactor', 'Tech4', 'Simplification', 'Tech20']","['Code Quality', 'Tag22', 'Tag14', 'Refactor', 'Simplification']"
3,4,Bug: Fix payment issue,7.726328029428534,0.6074313826683334,True,"['Skill4', 'Skill47', 'Bug Fixing', 'API Integration', 'Payment Gateway']","['Tech24', 'Bug Fixing', 'Fix Bug', 'Payment Issue', 'Tech44']","['Bug Fix', 'Payment', 'Tag24', 'Backend', 'Tag13']"
4,6,Refactor database schema,6.397669637192883,0.5626858046512422,True,"['SQL', 'MongoDB', 'PostgreSQL', 'Skill45']","['Tech23', 'Database Schema', 'Database Design', 'Refactoring']","['Tag26', 'Refactor', 'Database', 'Schema']"
3,4,Bug: Fix authentication issue,8.868310153035964,0.5581382350465792,True,"['Authentication', 'Authorization', 'Bug Fixing', 'Skill16']","['Authentication Issue', 'Tech40', 'Bug Fixing', 'Fix Bug']","['Authentication', 'Bug Fix', 'Backend', 'Tag8']"
3,6,Refactor: Improve code organization,5.452928893113157,0.571790787628774,False,"['Code Quality', 'Skill14', 'Code Organization', 'Skill22', 'Refactoring']","['Code Quality', 'Tech24', 'Organization', 'Refactor']","['Code Quality', 'Tag12', 'Tag26', 'Refactor', 'Organization']"
2,1,Task: Develop a chatbot for customer support,7.93449223087353,0.5585339249571536,False,"['Skill48', 'Machine Learning', 'Chatbot Development', 'NLP', 'Skill19']","['Tech31', 'Tech21', 'Development', 'Task', 'Chatbot']","['Tag30', 'Tag14', 'Development', 'Chatbot', 'Frontend']"
3,1,Task: Develop a mobile app for iOS,6.05694875203527,0.5732998678800192,False,"['Swift', 'iOS', 'Skill34', 'Skill36', 'Mobile App Development']","['Mobile App', 'Tech5', 'iOS', 'Tech30', 'Development']","['Mobile App', 'Tag30', 'iOS', 'Tag8', 'Development']"
1,5,Research: New natural language processing algorithm for language translation,6.855941708987539,0.9453331718734013,True,"['Language Translation', 'Skill47', 'NLP', 'Skill20', 'Research']","['New Tech', 'Tech49', 'NLP', 'Tech3', 'Research']","['Language Translation', 'Tag35', 'NLP', 'Research', 'Tag23']"
2,4,Bug: Fix security issue in Node.js application,15.235302057779732,0.5757246802636357,True,"['Skill31', 'Security', 'Bug Fixing', 'Node.js']","['Security', 'Issue', 'Bug Fixing', 'Tech16']","['Bug Fix', 'Tag31', 'Security', 'Frontend']"
