storyType,storyPriority,storyTitle,storyPoints,userPreviousSuccessRate,userAverageSpentHours,completed,userSkills,skills,tags
3,1,Enhance user profile settings,5,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['enhancements', 'profile', 'UX']"
6,1,Add unit tests for services,2,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['C#', 'Testing', 'Python']","['unit-tests', 'QA', 'testing']"
3,0,Fix styling issues on dashboard,11,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['UI', 'frontend', 'styling']"
0,0,Design new landing page,10,1.0,14.601895,False,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'design']"
5,3,Enhance user profile settings,12,1.0,14.455538,True,[],"['Frontent', 'JavaScript']","['enhancements', 'profile', 'UX']"
2,0,Add unit tests for services,6,1.0,13.903786,False,[],"['C#', 'Testing', 'Python']","['unit-tests', 'QA']"
3,3,Fix styling issues on dashboard,7,1.0,14.339683,False,[],"['Frontent', 'JavaScript']","['frontend', 'styling']"
1,2,Fix styling issues on dashboard,11,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['UI', 'styling', 'frontend']"
3,0,Set up CI/CD pipeline,6,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Cloud engineering', 'Devops']","['automation', 'CI/CD']"
5,4,Fix styling issues on dashboard,7,1.0,14.455538,False,[],"['Frontent', 'JavaScript']","['UI', 'frontend', 'styling']"
2,3,Fix styling issues on dashboard,13,1.0,14.339683,False,[],"['Frontent', 'JavaScript']","['frontend', 'styling', 'UI']"
5,0,Optimize database queries,8,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['queries', 'database']"
0,3,Create API endpoint for user data,13,1.0,14.455538,False,[],"['Backend', 'SQL Server', 'Node.js']","['backend', 'API', 'user-data']"
2,3,Fix styling issues on dashboard,11,1.0,14.339683,False,[],"['Frontent', 'JavaScript']","['styling', 'frontend', 'UI']"
0,4,Design new landing page,6,1.0,14.339683,False,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'design', 'frontend']"
3,4,Design new landing page,3,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'Vue.js', 'React']","['frontend', 'design', 'responsive']"
4,4,Implement login functionality,3,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Backend', '.NET']","['backend', 'authentication', 'login']"
2,4,Create API endpoint for user data,10,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Backend', 'SQL Server', 'Node.js']","['API', 'user-data', 'backend']"
4,4,Enhance user profile settings,6,1.0,14.455538,False,[],"['Frontent', 'JavaScript']","['UX', 'enhancements', 'profile']"
6,3,Design new landing page,2,1.0,13.903786,False,[],"['Frontent', 'Vue.js', 'React']","['frontend', 'design']"
0,4,Fix styling issues on dashboard,11,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['frontend', 'styling']"
0,0,Refactor authentication module,8,1.0,14.455538,False,[],"['Java', 'Backend']","['security', 'authentication']"
3,0,Create API endpoint for user data,10,1.0,14.339683,False,[],"['Backend', 'SQL Server', 'Node.js']","['backend', 'API']"
6,1,Fix styling issues on dashboard,3,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'JavaScript']","['styling', 'frontend', 'UI']"
5,3,Design new landing page,13,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'Vue.js', 'React']","['design', 'responsive', 'frontend']"
5,2,Create API endpoint for user data,11,1.0,14.601895,False,[],"['Backend', 'SQL Server', 'Node.js']","['API', 'user-data']"
2,1,Design new landing page,6,1.0,14.455538,False,[],"['Frontent', 'Vue.js', 'React']","['design', 'frontend', 'responsive']"
3,4,Refactor authentication module,12,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Java', 'Backend']","['security', 'authentication', 'refactoring']"
6,4,Resolve logout session bug,6,1.0,14.335423,True,['.NET'],"['Backend', 'Python']","['sessions', 'bug']"
6,4,Refactor authentication module,2,1.0,13.903786,False,[],"['Java', 'Backend']","['refactoring', 'security']"
0,3,Add unit tests for services,2,1.0,14.601895,False,[],"['C#', 'Testing', 'Python']","['QA', 'testing']"
5,1,Add unit tests for services,1,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Testing', 'Python']","['testing', 'unit-tests', 'QA']"
3,4,Optimize database queries,9,1.0,13.903786,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['database', 'queries', 'optimization']"
6,4,Design new landing page,5,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'Vue.js', 'React']","['frontend', 'responsive', 'design']"
2,3,Set up CI/CD pipeline,9,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Cloud engineering', 'Devops']","['automation', 'deployment', 'CI/CD']"
3,0,Enhance user profile settings,4,1.0,14.262997,True,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['UX', 'profile', 'enhancements']"
4,3,Create API endpoint for user data,4,1.0,14.339683,False,[],"['Backend', 'SQL Server', 'Node.js']","['backend', 'user-data', 'API']"
5,1,Set up CI/CD pipeline,10,1.0,14.455538,False,[],"['Cloud engineering', 'Devops']","['CI/CD', 'automation']"
3,2,Enhance user profile settings,8,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['profile', 'UX']"
3,1,Fix styling issues on dashboard,4,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['styling', 'UI']"
1,1,Optimize database queries,13,1.0,14.601895,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'optimization']"
5,3,Design new landing page,11,1.0,14.601895,False,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'design']"
0,3,Create API endpoint for user data,6,1.0,14.339683,False,[],"['Backend', 'SQL Server', 'Node.js']","['API', 'backend', 'user-data']"
3,2,Resolve logout session bug,5,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Backend', 'Python']","['bug', 'critical']"
4,3,Add unit tests for services,11,1.0,14.339683,False,[],"['C#', 'Testing', 'Python']","['testing', 'unit-tests']"
5,1,Enhance user profile settings,8,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['UX', 'profile']"
0,1,Refactor authentication module,4,1.0,14.455538,False,[],"['Java', 'Backend']","['refactoring', 'security', 'authentication']"
0,1,Resolve logout session bug,10,1.0,14.335423,False,['.NET'],"['Backend', 'Python']","['bug', 'sessions']"
6,2,Set up CI/CD pipeline,6,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Cloud engineering', 'Devops']","['CI/CD', 'automation', 'deployment']"
5,4,Add unit tests for services,7,1.0,14.601895,True,[],"['C#', 'Testing', 'Python']","['QA', 'unit-tests', 'testing']"
3,1,Add unit tests for services,9,1.0,14.601895,False,[],"['C#', 'Testing', 'Python']","['unit-tests', 'testing']"
2,0,Optimize database queries,8,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'queries']"
0,4,Enhance user profile settings,7,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['UX', 'enhancements', 'profile']"
6,3,Optimize database queries,2,1.0,13.903786,True,[],"['NoSQL', 'Relational databases', 'MySQL']","['database', 'queries', 'optimization']"
2,3,Create API endpoint for user data,10,1.0,14.339683,True,[],"['Backend', 'SQL Server', 'Node.js']","['user-data', 'API', 'backend']"
1,1,Add unit tests for services,5,1.0,14.335423,False,['.NET'],"['C#', 'Testing', 'Python']","['testing', 'QA', 'unit-tests']"
0,4,Refactor authentication module,2,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Java', 'Backend']","['refactoring', 'authentication', 'security']"
3,1,Fix styling issues on dashboard,5,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['styling', 'UI']"
0,1,Design new landing page,11,1.0,13.903786,False,[],"['Frontent', 'Vue.js', 'React']","['design', 'responsive', 'frontend']"
6,4,Enhance user profile settings,6,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['UX', 'enhancements']"
4,2,Fix styling issues on dashboard,12,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['styling', 'UI']"
6,0,Resolve logout session bug,4,1.0,14.455538,False,[],"['Backend', 'Python']","['bug', 'critical']"
4,4,Create API endpoint for user data,3,1.0,14.601895,False,[],"['Backend', 'SQL Server', 'Node.js']","['backend', 'API', 'user-data']"
5,2,Optimize database queries,4,1.0,14.335423,False,['.NET'],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'database', 'optimization']"
5,0,Enhance user profile settings,7,1.0,13.903786,False,[],"['Frontent', 'JavaScript']","['UX', 'profile', 'enhancements']"
1,1,Implement login functionality,1,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['C#', 'Backend', '.NET']","['authentication', 'login', 'backend']"
4,3,Resolve logout session bug,6,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Backend', 'Python']","['bug', 'critical']"
6,3,Optimize database queries,4,1.0,14.339683,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['database', 'queries', 'optimization']"
3,0,Set up CI/CD pipeline,9,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Cloud engineering', 'Devops']","['deployment', 'automation', 'CI/CD']"
1,3,Fix styling issues on dashboard,7,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['styling', 'UI']"
6,3,Optimize database queries,3,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'queries']"
2,0,Create API endpoint for user data,5,1.0,14.335423,True,['.NET'],"['Backend', 'SQL Server', 'Node.js']","['user-data', 'backend', 'API']"
0,3,Optimize database queries,8,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['queries', 'optimization', 'database']"
0,3,Refactor authentication module,10,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['Java', 'Backend']","['security', 'refactoring', 'authentication']"
2,0,Fix styling issues on dashboard,13,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['styling', 'frontend']"
6,3,Design new landing page,5,1.0,14.455538,False,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'design']"
5,4,Design new landing page,9,1.0,14.335423,False,['.NET'],"['Frontent', 'Vue.js', 'React']","['responsive', 'frontend', 'design']"
6,4,Enhance user profile settings,3,1.0,14.601895,True,[],"['Frontent', 'JavaScript']","['enhancements', 'UX', 'profile']"
3,2,Set up CI/CD pipeline,4,1.0,14.601895,False,[],"['Cloud engineering', 'Devops']","['automation', 'deployment']"
5,2,Set up CI/CD pipeline,12,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Cloud engineering', 'Devops']","['automation', 'CI/CD']"
4,3,Set up CI/CD pipeline,13,1.0,14.339683,False,[],"['Cloud engineering', 'Devops']","['CI/CD', 'automation']"
5,1,Fix styling issues on dashboard,10,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'JavaScript']","['frontend', 'UI']"
2,3,Resolve logout session bug,10,1.0,14.455538,False,[],"['Backend', 'Python']","['sessions', 'critical', 'bug']"
4,4,Refactor authentication module,9,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['Java', 'Backend']","['security', 'authentication', 'refactoring']"
3,2,Fix styling issues on dashboard,2,1.0,14.455538,False,[],"['Frontent', 'JavaScript']","['UI', 'frontend']"
5,2,Design new landing page,12,1.0,14.339683,False,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'frontend']"
4,3,Enhance user profile settings,6,1.0,13.903786,False,[],"['Frontent', 'JavaScript']","['enhancements', 'UX']"
6,2,Fix styling issues on dashboard,5,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['UI', 'frontend', 'styling']"
2,0,Set up CI/CD pipeline,1,1.0,14.335423,False,['.NET'],"['Cloud engineering', 'Devops']","['automation', 'deployment']"
4,1,Optimize database queries,11,1.0,14.455538,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['database', 'queries']"
1,3,Add unit tests for services,2,1.0,14.601895,False,[],"['C#', 'Testing', 'Python']","['testing', 'QA', 'unit-tests']"
6,1,Implement login functionality,1,1.0,13.903786,False,[],"['C#', 'Backend', '.NET']","['authentication', 'login']"
5,4,Create API endpoint for user data,6,1.0,14.335423,False,['.NET'],"['Backend', 'SQL Server', 'Node.js']","['backend', 'API']"
1,3,Design new landing page,12,1.0,14.339683,False,[],"['Frontent', 'Vue.js', 'React']","['responsive', 'design', 'frontend']"
6,0,Create API endpoint for user data,13,1.0,14.339683,True,[],"['Backend', 'SQL Server', 'Node.js']","['user-data', 'backend']"
2,0,Design new landing page,2,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'Vue.js', 'React']","['design', 'frontend', 'responsive']"
1,3,Add unit tests for services,8,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['C#', 'Testing', 'Python']","['QA', 'unit-tests', 'testing']"
1,2,Create API endpoint for user data,4,1.0,14.601895,False,[],"['Backend', 'SQL Server', 'Node.js']","['backend', 'API']"
3,1,Optimize database queries,1,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['database', 'optimization', 'queries']"
0,3,Add unit tests for services,8,1.0,14.335423,False,['.NET'],"['C#', 'Testing', 'Python']","['QA', 'testing', 'unit-tests']"
4,1,Set up CI/CD pipeline,10,1.0,14.455538,False,[],"['Cloud engineering', 'Devops']","['deployment', 'CI/CD']"
5,0,Design new landing page,9,1.0,13.903786,False,[],"['Frontent', 'Vue.js', 'React']","['frontend', 'responsive']"
2,2,Create API endpoint for user data,12,1.0,14.455538,True,[],"['Backend', 'SQL Server', 'Node.js']","['backend', 'API', 'user-data']"
3,4,Fix styling issues on dashboard,1,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['styling', 'UI']"
2,1,Resolve logout session bug,6,1.0,14.601895,False,[],"['Backend', 'Python']","['bug', 'critical', 'sessions']"
1,3,Resolve logout session bug,12,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Backend', 'Python']","['sessions', 'critical']"
5,0,Resolve logout session bug,10,1.0,14.339683,True,[],"['Backend', 'Python']","['critical', 'sessions', 'bug']"
4,2,Refactor authentication module,1,1.0,13.903786,True,[],"['Java', 'Backend']","['refactoring', 'authentication', 'security']"
4,2,Enhance user profile settings,9,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['profile', 'enhancements']"
2,1,Create API endpoint for user data,8,1.0,14.455538,False,[],"['Backend', 'SQL Server', 'Node.js']","['backend', 'user-data']"
3,3,Optimize database queries,2,1.0,14.335423,True,['.NET'],"['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'queries', 'database']"
5,1,Set up CI/CD pipeline,2,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Cloud engineering', 'Devops']","['CI/CD', 'automation']"
5,3,Resolve logout session bug,9,1.0,13.903786,False,[],"['Backend', 'Python']","['sessions', 'critical']"
3,0,Fix styling issues on dashboard,7,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['UI', 'styling', 'frontend']"
3,0,Optimize database queries,6,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'database']"
1,0,Enhance user profile settings,9,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['UX', 'profile']"
6,3,Optimize database queries,10,1.0,14.455538,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'database']"
3,1,Design new landing page,13,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'Vue.js', 'React']","['responsive', 'design']"
0,2,Enhance user profile settings,7,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['profile', 'UX', 'enhancements']"
1,1,Create API endpoint for user data,2,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Backend', 'SQL Server', 'Node.js']","['backend', 'user-data', 'API']"
5,4,Implement login functionality,12,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['C#', 'Backend', '.NET']","['authentication', 'backend']"
5,0,Set up CI/CD pipeline,4,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Cloud engineering', 'Devops']","['automation', 'deployment']"
2,1,Refactor authentication module,6,1.0,14.339683,False,[],"['Java', 'Backend']","['authentication', 'security', 'refactoring']"
4,0,Enhance user profile settings,5,1.0,13.903786,True,[],"['Frontent', 'JavaScript']","['profile', 'UX']"
2,3,Create API endpoint for user data,4,1.0,14.262997,True,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Backend', 'SQL Server', 'Node.js']","['backend', 'user-data', 'API']"
5,0,Resolve logout session bug,10,1.0,14.335423,True,['.NET'],"['Backend', 'Python']","['critical', 'sessions']"
6,4,Set up CI/CD pipeline,9,1.0,14.601895,True,[],"['Cloud engineering', 'Devops']","['CI/CD', 'deployment']"
2,4,Add unit tests for services,2,1.0,14.335423,False,['.NET'],"['C#', 'Testing', 'Python']","['QA', 'unit-tests', 'testing']"
3,2,Add unit tests for services,11,1.0,13.903786,False,[],"['C#', 'Testing', 'Python']","['testing', 'QA', 'unit-tests']"
5,0,Design new landing page,13,1.0,14.455538,False,[],"['Frontent', 'Vue.js', 'React']","['frontend', 'design']"
0,4,Design new landing page,6,1.0,13.903786,False,[],"['Frontent', 'Vue.js', 'React']","['design', 'frontend', 'responsive']"
1,4,Design new landing page,10,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'Vue.js', 'React']","['responsive', 'frontend']"
2,3,Refactor authentication module,13,1.0,13.903786,False,[],"['Java', 'Backend']","['authentication', 'refactoring', 'security']"
1,1,Implement login functionality,5,1.0,14.335423,False,['.NET'],"['C#', 'Backend', '.NET']","['login', 'backend', 'authentication']"
0,2,Refactor authentication module,2,1.0,13.903786,False,[],"['Java', 'Backend']","['authentication', 'security', 'refactoring']"
2,1,Add unit tests for services,5,1.0,14.339683,False,[],"['C#', 'Testing', 'Python']","['unit-tests', 'QA']"
3,1,Fix styling issues on dashboard,13,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['frontend', 'styling']"
6,1,Fix styling issues on dashboard,5,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'JavaScript']","['frontend', 'styling']"
0,0,Set up CI/CD pipeline,10,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Cloud engineering', 'Devops']","['CI/CD', 'deployment']"
5,4,Add unit tests for services,6,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['C#', 'Testing', 'Python']","['QA', 'unit-tests']"
3,0,Optimize database queries,2,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['queries', 'optimization', 'database']"
4,3,Optimize database queries,11,1.0,13.903786,True,[],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'database', 'optimization']"
0,2,Set up CI/CD pipeline,9,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Cloud engineering', 'Devops']","['CI/CD', 'deployment']"
1,0,Design new landing page,9,1.0,14.335423,True,['.NET'],"['Frontent', 'Vue.js', 'React']","['design', 'frontend']"
0,2,Add unit tests for services,10,1.0,14.262997,True,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['C#', 'Testing', 'Python']","['unit-tests', 'QA', 'testing']"
1,0,Fix styling issues on dashboard,4,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['frontend', 'UI']"
1,3,Set up CI/CD pipeline,3,1.0,14.455538,False,[],"['Cloud engineering', 'Devops']","['CI/CD', 'deployment']"
1,0,Add unit tests for services,2,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['C#', 'Testing', 'Python']","['QA', 'unit-tests', 'testing']"
6,3,Fix styling issues on dashboard,4,1.0,14.339683,True,[],"['Frontent', 'JavaScript']","['styling', 'frontend', 'UI']"
1,3,Set up CI/CD pipeline,12,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Cloud engineering', 'Devops']","['automation', 'deployment', 'CI/CD']"
2,4,Resolve logout session bug,9,1.0,14.339683,False,[],"['Backend', 'Python']","['bug', 'critical', 'sessions']"
4,3,Implement login functionality,11,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['C#', 'Backend', '.NET']","['login', 'backend', 'authentication']"
3,1,Design new landing page,6,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Frontent', 'Vue.js', 'React']","['responsive', 'design', 'frontend']"
5,3,Refactor authentication module,1,1.0,14.455538,False,[],"['Java', 'Backend']","['authentication', 'security']"
0,1,Refactor authentication module,3,1.0,13.903786,False,[],"['Java', 'Backend']","['refactoring', 'authentication', 'security']"
0,2,Optimize database queries,5,1.0,13.903786,True,[],"['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'database']"
0,3,Add unit tests for services,10,1.0,14.601895,True,[],"['C#', 'Testing', 'Python']","['QA', 'testing', 'unit-tests']"
3,4,Add unit tests for services,13,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Testing', 'Python']","['QA', 'testing', 'unit-tests']"
6,1,Fix styling issues on dashboard,12,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'JavaScript']","['UI', 'styling']"
3,4,Implement login functionality,9,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Backend', '.NET']","['authentication', 'login']"
1,1,Implement login functionality,13,1.0,14.455538,False,[],"['C#', 'Backend', '.NET']","['login', 'authentication', 'backend']"
5,0,Optimize database queries,9,1.0,14.339683,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'optimization']"
3,3,Resolve logout session bug,3,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Backend', 'Python']","['sessions', 'critical', 'bug']"
6,3,Optimize database queries,1,1.0,14.250814,True,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'queries', 'database']"
1,0,Refactor authentication module,11,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Java', 'Backend']","['refactoring', 'security', 'authentication']"
1,3,Refactor authentication module,12,1.0,14.335423,False,['.NET'],"['Java', 'Backend']","['authentication', 'security', 'refactoring']"
6,3,Design new landing page,11,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'Vue.js', 'React']","['responsive', 'frontend']"
6,1,Resolve logout session bug,13,1.0,14.262997,True,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Backend', 'Python']","['sessions', 'critical', 'bug']"
5,1,Add unit tests for services,4,1.0,14.339683,False,[],"['C#', 'Testing', 'Python']","['unit-tests', 'QA', 'testing']"
3,1,Optimize database queries,5,1.0,14.335423,False,['.NET'],"['NoSQL', 'Relational databases', 'MySQL']","['optimization', 'queries']"
4,4,Enhance user profile settings,3,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['UX', 'enhancements']"
3,2,Create API endpoint for user data,1,1.0,14.339683,False,[],"['Backend', 'SQL Server', 'Node.js']","['backend', 'API']"
4,0,Set up CI/CD pipeline,5,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Cloud engineering', 'Devops']","['CI/CD', 'deployment', 'automation']"
1,2,Resolve logout session bug,2,1.0,14.601895,False,[],"['Backend', 'Python']","['sessions', 'bug', 'critical']"
0,1,Refactor authentication module,2,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Java', 'Backend']","['authentication', 'security']"
0,0,Optimize database queries,5,1.0,13.903786,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'optimization']"
6,0,Design new landing page,5,0.99674267,13.545603,True,"['C++', 'Cloud engineering', 'C', '.NET']","['Frontent', 'Vue.js', 'React']","['frontend', 'responsive']"
5,2,Enhance user profile settings,7,1.0,14.601895,False,[],"['Frontent', 'JavaScript']","['profile', 'enhancements']"
3,1,Optimize database queries,13,1.0,14.455538,False,[],"['NoSQL', 'Relational databases', 'MySQL']","['queries', 'database']"
3,2,Fix styling issues on dashboard,3,1.0,14.335423,False,['.NET'],"['Frontent', 'JavaScript']","['frontend', 'styling', 'UI']"
4,0,Set up CI/CD pipeline,4,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Cloud engineering', 'Devops']","['automation', 'CI/CD', 'deployment']"
5,3,Set up CI/CD pipeline,10,1.0,14.335423,False,['.NET'],"['Cloud engineering', 'Devops']","['deployment', 'automation']"
5,2,Implement login functionality,12,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['C#', 'Backend', '.NET']","['login', 'backend', 'authentication']"
6,2,Enhance user profile settings,9,1.0,14.455538,False,[],"['Frontent', 'JavaScript']","['enhancements', 'UX']"
0,0,Design new landing page,12,1.0,14.250814,False,"['Java', 'Angular', 'Backend', 'Frontent', '.NET']","['Frontent', 'Vue.js', 'React']","['design', 'frontend', 'responsive']"
0,4,Set up CI/CD pipeline,7,0.99674267,13.545603,False,"['C++', 'Cloud engineering', 'C', '.NET']","['Cloud engineering', 'Devops']","['deployment', 'CI/CD', 'automation']"
5,2,Set up CI/CD pipeline,6,1.0,14.262997,False,"['C#', 'Backend', 'Cloud engineering', 'MySQL', 'SQL Server', '.NET']","['Cloud engineering', 'Devops']","['CI/CD', 'deployment', 'automation']"
